61.8,61.9902466584,62.6227824954,62.8244516502,62.9005983144,62.7237896973,62.2431989386,62.277212046,62.6536148976,62.6296102885,62.0012668134,61.2347314864,60.1412985691,59.4075789287,59.0081662072,57.5268337845,56.5820761797,56.194213018,56.2452572811,55.63901059,54.7759983526,54.477585566,54.4565824785,53.9102799887,52.7742404671,52.0944987809,51.437900149,50.9449398563,50.4704892317,50.3203767012,50.4328473724,50.1180241458,49.6987627204,48.5558279208,47.1305062998,45.7641426918,44.7589254324,44.1458202191,43.9242998728,44.1104048857,44.0853996761,43.3938973955,42.4085853266,41.7647914679,41.273073573,41.127048745,41.1070460779,40.630142916,39.7980597818,39.5298955623,39.3396489039,39.5907343518,39.809109565,39.9817960303,39.7655152807,39.1620003511,38.543377986,37.6627653672,37.2245627824,37.1805343657,37.2960440203,37.1336383503,36.2793126529,34.9578426131,34.3611283699,34.0028845717,33.6547634568,33.3769284275,32.3222575108,31.4850845688,31.3492584207,30.5634943799,30.4792962527,30.721894217,31.0477436608,31.9626686031,33.0236966451,39.0741429756,31.7230171274,25.8340176797,31.3672475618,33.422709823,25.2804249118,28.2307191774,29.2582996972,30.6478528791,35.0011003741,32.2548007051,56.753211147,58.2835513845,11.1289795995,8.44954950109,25.4378114006,30.5062814625,33.0784330846,35.4716542363,37.3249994322,20.1633588113,15.2605202199,11.6218434198,
96.8,96.9124706711,97.076929762,97.2547698232,97.4470896607,97.1638611324,96.6696572164,96.0216117218,93.8628283709,93.1504279538,93.0983810337,92.5790405642,91.4032903389,90.9422464233,90.6427442611,90.4987614859,90.549805749,90.573810358,90.04170603,89.4979976021,88.6297373914,88.3519023621,87.3822340341,87.1459800344,87.0385698079,87.0055578237,86.5001054351,85.1279922083,83.6043154672,82.952001773,82.8141381712,82.7480421719,82.3875400754,81.7309414434,80.9305165006,80.0210877519,77.4716091345,76.7577001278,76.2966562123,75.4526569405,74.3614172214,70.9071880967,70.0717145911,67.7506006758,63.3571011456,62.1741784338,61.1088897838,60.5229727712,58.4622748213,57.1759054406,56.8445160354,56.6376382328,55.9578965466,54.9959593002,52.908755648,51.5594540643,51.0092498289,49.4654594213,48.6633924835,48.2732266569,47.0436632412,44.6836821499,42.3237010585,41.0293365612,40.2659715309,40.0653428371,39.1865041354,38.1039895943,37.6209345287,37.1513750613,35.6041961326,34.0364635806,33.3855744707,33.4005755958,33.2381699258,32.7999673409,31.4307328598,30.564225004,30.0922222666,29.931868684,29.0705997329,28.1828600571,26.4354985437,25.697153675,25.264898217,25.1907628458,24.395248167,22.9422873718,22.41530471,22.3772864088,22.144197623,21.0767718557,20.6072123883,20.5551654682,20.0088629784,19.4363011482,17.8616312644,16.6219708304,16.2524026998,16.2954292218,
74.6,74.1144758613,73.4449202156,72.2857108452,70.8754397986,70.2288133478,70.0478767441,69.3725122911,68.4446446326,66.4991746023,65.1385292745,64.7723671197,64.7213228566,64.8004876143,64.9078978407,65.7553275773,66.8163556193,67.0791674106,66.8386861296,67.0051999927,67.409258283,67.9516717957,69.3353794988,69.8947382145,70.276860273,70.091789703,70.3492631146,71.0707475556,71.3572195047,71.6178942763,71.8530927092,71.7759401698,72.2540713544,73.0285751704,73.343398397,73.3904330352,73.9148629626,74.8242917113,75.3160096061,75.5522636059,75.5882791659,75.4626240294,75.7297166238,76.6594469497,77.1499236679,77.0191863499,76.6866867575,75.8060741388,74.433960912,73.1124908721,71.8127617212,71.0430463619,70.9102743247,71.1762958664,70.9410974335,69.8629171898,69.4042961663,69.3902952516,69.6531070429,69.8206488044,69.7926414847,69.4207985084,68.8240842653,67.2140606461,64.5065037845,63.3750350555,62.6835327749,62.5056927138,62.4003051295,61.6353561634,60.7896431098,59.9108044081,58.5558463227,56.425062706,55.2178588968,54.415791959,53.9704183048,53.6544956181,52.8491367725,50.9957915766,50.2100275359,50.009398842,49.9070436277,49.3358088651,48.6279213596,47.8225625141,45.2954127068,43.9087863171,43.5369433408,43.2265110628,42.0673016924,39.9639274807,37.9394332204,37.0427132001,36.2650047033,36.1373174749,36.4054816944,36.6919536435,37.1053484177,36.9603447642,
95.7,95.0716565248,94.2777733923,92.6890968696,92.1453884418,92.1143785076,92.171440319,91.5679253894,90.8479603924,89.9385316438,89.7534610738,88.9043117423,88.7295649214,88.1328506782,86.9032872626,86.3647500911,85.9791860247,85.9781860244,85.3414418842,84.0864466587,83.7506120616,83.8247474328,83.9994942537,83.6150784046,82.3804789456,81.7783274239,81.2513447621,80.8426258619,80.6750841004,79.964190125,79.0307240508,78.6713515092,78.7737067235,78.7116271585,78.5676443833,77.9857502079,77.1139761391,76.7157224856,76.5130124501,76.5180124917,76.290189265,75.7268852705,74.8586250598,74.6202584271,74.5952532175,74.0809811043,72.895656244,72.5294940892,72.2570375944,71.2417171627,67.0979074375,64.7574963823,64.0496088769,63.4876214526,62.265565844,60.3390875383,59.7953791105,58.4929571628,56.769663243,55.8925953432,55.6072051507,54.8390810289,53.6170254203,51.9888950081,51.4984182898,50.393946954,48.7019797569,48.1530775302,47.724378006,46.972033351,44.7730189735,43.672977572,42.7834482251,41.9614689427,41.475944804,41.1052396722,40.4284181175,38.028453317,37.2263863793,36.7641293425,36.5697347303,36.0928315684,35.5760278964,34.6555765057,33.3718584615,30.3112325272,27.1102370377,24.3943266917,22.9382502734,21.7696221139,21.444878488,21.5320986556,21.4186152206,21.1590081223,20.6434708823,19.959334074,19.9423324361,19.861154823,19.2912456128,18.4825842376,
41.8,42.3067085061,42.2083935655,42.0253907352,41.8361800738,41.4262936449,41.3672250898,41.8429013997,42.0135289322,41.9735075852,42.5648104441,42.7529855004,42.6697943781,42.5441392415,42.229316015,41.8654203528,41.7731599083,42.0423963278,42.5465938681,43.2321997252,43.6292952335,43.8257662343,43.6188884318,43.9042786242,44.4287085516,44.5351073494,44.1040382238,43.5194637238,43.2112228246,43.2382293875,43.3649004413,42.8719401486,42.9470810908,43.1854477235,43.5212823205,43.3996883213,42.719946635,41.7599328623,41.3801010911,41.217695421,40.6983549516,40.0229904986,39.1686648012,37.9905293821,37.7051391896,37.6891378242,38.2084782936,38.9974822806,39.8177872888,40.8130024277,41.04714579,41.23221636,41.8021255702,43.6076597781,44.3506504107,44.5964272595,45.5956312496,46.9088949489,47.4219032358,47.8817351483,48.3211302776,48.3611516246,48.6661105115,49.6184671415,50.9344590862,51.3774381548,51.3494308352,51.6511137096,52.1366378483,53.0101734434,54.8199753119,56.0905380251,56.7500026681,57.1704403673,58.3924959758,58.8390685221,58.9861148228,58.9911148645,59.1402050143,59.3564857639,59.7466515906,60.5307994755,62.0217577416,62.6627262933,62.9567880495,63.9539956252,65.7766936995,66.9937746203,67.3009208441,67.1965442601,67.5135671018,67.9399010845,68.6720835078,69.4907169863,69.5769296341,70.1668836511,70.1398770882,70.2240752154,70.8059693908,71.7488362144,
83.0,82.5606048707,81.6620791237,80.4573296934,80.1170379456,80.1640725839,79.7234838616,78.7806170381,77.5409566041,76.0659940097,74.5620665018,73.5303656651,73.2898843841,72.4198687729,71.3630832946,70.9625105789,70.9595105699,70.5589378543,69.9333805126,69.8713009475,69.4078296675,68.7892073024,68.1340388536,68.126038683,67.7541957067,66.4105201775,65.4012738891,65.0007011734,64.7791808272,63.8475843672,63.4129531626,63.3267405149,62.5246735771,62.1854972486,61.9290898555,62.0557609092,62.1844645718,62.3499508788,61.9689744002,61.5730361176,60.9722463628,60.9912486494,61.0523244226,60.591280507,59.4483457075,58.9993721595,58.6388700629,58.7079797749,58.8346508286,58.8366508313,58.6546813023,57.686951352,56.5347489341,55.7713839039,55.6518189841,55.6658198988,55.1413899714,54.1240365994,53.7736715426,53.5761617365,53.4484745081,52.9430221194,52.2260894594,52.1014499847,51.2911333373,50.3980150758,48.9293848392,48.0089334485,47.7884619416,47.8084646087,47.5541876154,46.6628654106,45.5650316724,44.04467147,43.4813674755,43.5123774097,42.9344920506,42.0395745214,40.9742858714,39.6389929686,39.2138402433,39.2558649567,39.4900083191,39.1563978009,38.1963840282,37.8211224265,37.7800994373,37.383003929,36.2740830446,35.7120956203,35.726096535,35.0963573669,34.3105933261,33.9534774628,33.6064771465,33.7545452204,34.3594252046,34.6094478751,34.6554803479,34.6654806813,
33.9,34.3720027374,35.2998703959,35.6705755277,35.9875983695,35.7952785319,35.9700253528,36.1592360141,36.7317978444,37.4655174848,37.7197944781,37.433322529,37.1370865465,37.0185358016,37.231678246,37.7740917586,38.7302696384,39.2870055204,39.2419751207,38.823888983,38.7678303709,38.8439770351,39.0104908982,39.8648165955,40.0842397255,39.7495175402,40.0338265933,40.7660090166,41.6754377652,41.9575863806,42.1179399633,42.1870496752,41.9999098343,42.3889238806,42.9842828641,43.1911606667,43.2401999207,42.9417871341,42.5756249793,42.6941757243,43.2249975993,43.9836252858,44.7693893266,45.1664848349,45.0194385342,44.5824274491,44.2676042226,44.2476015555,44.3157065604,44.5403762227,44.7808575037,45.2812980701,45.8605181524,45.8615181527,45.7994385877,46.2484121357,46.1611919681,46.0578261734,45.6040376436,45.6510722818,45.7554488658,46.1159509624,47.025379711,47.1816330486,47.0590241405,47.4071452554,48.0175020392,48.1901885045,47.9145066662,47.580896148,47.4030560869,47.5175525157,48.2329722674,48.4936470391,48.5246569732,48.5126563972,48.338939933,47.8595795509,47.959914223,48.1782894361,49.0714076976,49.3034423983,49.1716878547,49.5595510164,49.5335451561,49.199934638,49.3798386902,49.8616610086,49.850660565,49.8296574774,50.4510486592,50.8435207473,50.8155134276,51.3348538971,51.3308538758,50.9737380125,50.8501139466,50.9403577365,51.2540821949,51.9544905863,
26.6,26.9994127215,27.7819469833,27.9940442204,28.9872708845,29.9904797004,30.7522632113,31.1528359269,31.2370340541,31.9909459113,32.2430946705,32.3051742355,32.0519616287,32.0659625434,32.2335043049,32.7079549295,32.7089549299,33.2735769786,33.2905786165,33.2325134915,33.6778871458,33.6528819361,33.5017467181,33.9700862718,33.8576156007,34.0159184117,34.8737097801,35.0587803501,34.8685336917,34.5426842479,34.3472516443,34.3102347507,34.6583558656,35.0882396812,35.6594744438,35.8126559668,35.6696937761,35.8362076392,36.3304115552,37.1608037335,37.5078040499,37.3953333788,37.647482138,38.2983712479,38.5010812834,38.3191117543,38.3761735657,38.548860031,39.274916,39.3430210048,39.1990382297,39.6301073553,40.4723957358,40.771897898,40.7468926884,41.229947754,42.2172326073,42.7739684893,42.9179512644,42.9069508207,42.6366416239,42.7969952065,43.6919127357,44.6347795593,44.7920574724,44.8170626821,45.4029796947,46.5298982714,46.8791409654,47.2250212608,47.118622463,46.774979889,46.4458086544,46.6641838675,47.6897105754,48.2769716747,48.5721202232,48.6151467452,49.1957030978,50.055231763,51.9491691325,52.9266287485,53.8433924614,54.3117320151,55.6954397183,58.3298004698,59.7734684583,61.0840110686,61.9681809143,62.2427870484,62.3209456183,63.0954494344,64.6224528361,65.625661652,65.8294129903,65.4587078585,65.3563526442,65.8077315097,66.6280365179,67.388240917,
52.2,52.2150011251,52.2590295418,52.892966367,53.1061088114,52.7912855849,52.7472571682,52.7412570962,52.8577802107,53.3151914554,53.8019519284,53.7569215288,54.1691458912,54.0627470934,54.2842674396,55.3516932069,55.9856300321,56.3873636717,56.3292985468,56.6920622004,57.7279003929,58.2447040649,58.442213871,58.491253125,58.9730754435,59.4735160099,59.9865242968,60.7019440486,60.8367518859,60.525222899,60.340152329,60.4112718737,60.7819770056,61.2094932534,62.4020588684,62.6885308175,62.9279545213,62.6186182716,62.4909310432,62.9101924687,63.7106174116,64.056497707,64.3332558428,64.0906578785,64.3491978576,64.9472689788,65.5770081469,65.6250450449,65.5368171817,65.81249902,66.4562928787,67.3767442694,67.7192691369,68.0506585422,67.9865710174,68.4247736023,68.3476210628,68.2604008952,68.7570957516,68.8031282245,69.2141831396,69.8509272797,70.5292079099,71.5733724889,71.965844577,71.9087827657,72.1801653201,72.8584459503,73.6871499787,74.076164025,74.3293766318,74.3904524049,74.8120673673,75.8314578204,76.5155946287,76.775201727,76.9448003209,76.8927534008,76.6649301741,77.05855675,77.5220280301,78.3340026346,78.5429669001,78.4567542523,78.3473205146,78.4144209492,78.4825259541,79.0107870007,79.75222675,80.7777534579,82.1019734157,82.8038734242,83.3449934256,83.6499523125,83.5110695635,83.7462679963,84.4333449178,85.434549316,86.3312693363,86.7935263731,
55.8,56.1380616656,56.9633977709,57.5439541235,57.5519542942,57.4848538595,57.1299914532,57.3715308202,58.2070043258,58.8926101829,59.500225239,59.8754868408,59.9466063855,59.9536064998,59.7373257502,59.3880830562,59.4773187928,59.7040903554,60.3492995963,60.815202745,61.2285975192,61.4002543414,61.3069852915,60.7863744473,60.7313189218,61.1031618981,61.6810472572,62.5233356376,63.1742247475,63.7179331754,63.7981042801,63.5629058472,63.0473686072,63.0853869084,63.4267948349,63.3335257851,63.743412214,64.2538967319,64.2608968463,64.0404253393,64.1387402799,64.2654113337,64.9277495578,65.4256917399,65.3976844203,65.1897636031,64.6317170361,64.6567222458,64.8636000483,64.5465772066,64.5105616465,64.6382488749,65.2763993541,65.7569901128,65.7709910276,65.6003634951,65.9779084561,65.8542843903,65.6233032855,65.8135499439,66.4307904697,66.8302031912,66.6306145409,66.1188687842,65.8128165636,65.8338196511,66.3033791186,66.9875159269,67.5043195989,67.9200581044,68.0264569022,67.9291515285,67.7657193159,68.2328400981,68.3727422774,68.0212540711,67.5589970343,67.2209353687,66.5323853599,65.4798245492,64.3574356603,61.3578933214,60.3997993327,59.6949097962,57.9636489232,46.6029312628,40.5146480891,37.7987377431,37.0113550048,36.8653301768,37.290482902,37.9091052671,38.0266420777,38.0346422484,38.6969804724,38.9143082262,38.8602556769,38.7629503032,38.2637595525,37.8002882725,
